intercept,factor_mom_z,factor_vol_z,factor_size_z,factor_str_z,date,n_stocks
-0.0011207297058599217,-0.02351817316303582,-0.0065280899111809084,-0.005551072468749022,-0.007081401516961895,2019-08-30,464
0.0016289300762126636,-0.011612901516974283,0.0071733802294424685,0.004561628484203329,0.0005927585613189659,2019-09-30,464
0.000617290883073036,-0.00761230203580727,0.013885878586170635,0.00011148477748485027,0.005226529426064922,2019-10-31,465
0.0004758289261587342,-0.008791213870989691,0.012523434875031521,0.0039669097909016396,-0.0043297278734414435,2019-11-29,466
0.0012228943000880065,0.012399758701853813,-0.0065966972462258916,0.007417425056562365,-0.010462944267134984,2019-12-31,468
0.003003251976754658,0.0021653803043132766,-0.0026127789785527146,-0.0012406807825900016,0.01707517685656659,2020-01-31,468
-0.00968845711397287,0.014166409951585305,-0.033559028635445284,0.015802825560073137,0.03505650355465986,2020-02-28,468
0.01824164228017393,-0.010574758688404363,0.03844998551929593,0.010168022986405715,-0.010455217758751136,2020-03-31,469
0.00575891400544122,0.015070875043920915,0.01017528178317546,-0.010299594596103294,0.012008275756458344,2020-04-30,470
0.005717318596741858,0.008642367332429957,0.030030319434564943,0.007497193026096064,-0.003668026648056532,2020-05-29,472
0.008288764742409888,0.01115112001351124,-0.015589124888430613,-0.009800482920840693,0.009960344025338587,2020-06-30,474
0.004276118471881524,0.0011908974266827757,0.020127679531863753,0.015498399912417474,0.0022880046060551975,2020-07-31,475
-0.003039243594849778,0.004861313243681831,-0.008627923822138032,-0.003611078425920055,0.0048464435911708395,2020-08-31,475
0.0058445476316232705,0.001419905536009807,0.010326539415490308,-0.013775328622184835,0.012127412573389219,2020-09-30,476
0.01573421008362581,-0.033272087838198156,0.060839108305550955,0.0014515861380089215,-0.018799697068548716,2020-10-30,476
0.006675227415100697,-0.0003270954890531811,0.011097872679670861,-0.003915696534980799,0.00642550431797013,2020-11-30,476
0.0028093834295435482,0.010945852909777055,0.02269194994636105,-0.0030163098937201517,-0.004459529854838716,2020-12-31,476
0.011918937100645009,-0.03349749907195562,0.05607665968504103,-0.002732263260642681,-0.0213795880078391,2021-01-29,476
0.005768327479077382,-0.018528675154525033,-0.015910867487809153,-0.013083365017570259,-0.02245769282344604,2021-02-26,476
0.0037693861188154583,0.006972795018353235,-0.011475673405764667,-0.005062193024104372,-0.010218680913320984,2021-03-31,478
-0.0010666906345295315,0.004842077379473631,0.008644452533786732,-0.006043676881619395,-0.004462598779070179,2021-04-30,478
0.007971564378699083,-0.012837706473101881,0.017270012381447885,0.00767737466357584,-0.014934798631182621,2021-05-28,478
-0.0022650040021115515,0.009713800968341655,-0.024216106580678323,-0.0020384167792908896,0.023268041523454134,2021-06-30,478
-0.0023868122233235115,0.011677462839022611,-0.001245690664447383,-0.00012070292900514108,0.009125554661308932,2021-07-30,478
0.005150427461159059,-0.0012950378295572811,0.01954983093680223,-0.0017981882922696,-0.007408700418609044,2021-08-31,478
0.00038461046136811653,0.012328780172188029,0.0030268038905339294,0.0011745855904902566,-0.0020620938543342033,2021-09-30,479
0.005434224508215209,-0.007432078346103734,-0.001812327833620029,0.0021027573591710855,0.009246075660020853,2021-10-29,479
0.0037238272799800846,-0.016298781247841183,-0.002279093602675928,-0.0109396360868595,0.0032279271152412725,2021-11-30,480
0.009941302100890375,-0.013179273608685486,-0.0059438418266713035,-0.003957984728942353,0.002013865210363552,2021-12-31,482
0.005856234202788183,0.014752413086079993,0.014278718955534966,-0.012694474986075382,0.021785575845934,2022-01-31,482
-0.003147449040720849,0.014223017563535601,0.007934810122413797,-0.000668151574795069,-0.002896905223737932,2022-02-28,483
0.0012235843148470018,0.0017420886798448047,-0.020501962583312546,-0.006762588798731733,-0.0008859123832672224,2022-03-31,483
-0.004874180531931791,0.010982198359775977,-0.003104588119819087,-0.0028188151254546754,0.0011390864805789866,2022-04-29,485
0.00378734657677712,0.0031621804278616668,-0.028666053123024123,-0.002901737443391795,-0.013110594426796737,2022-05-31,485
-0.000382253592661521,-0.01782423259476699,0.02267150540801065,-0.004228524985163825,-0.012175009748119425,2022-06-30,485
0.0010943062900782255,0.024325831654662906,0.013021749988311617,-0.005191047683365726,0.0006148714612690928,2022-07-29,486
0.000796173866782034,0.0024098798763978312,-0.009000978743332715,-0.0024842079389069405,0.006579497577762648,2022-08-31,486
-0.006185646484897101,0.016163115946880573,0.013815078212901337,-0.0018163149136317135,0.012850943925565152,2022-09-30,486
-0.0019370461538089415,-0.008889760294277353,0.0006735132894856287,-0.003458207729548118,-0.0014754118750575518,2022-10-31,486
0.00032542652417725214,0.000621558050159083,-0.019409805599484325,-0.005014082249827015,0.006011006840997013,2022-11-30,486
0.008248089492500839,-0.038194204949922844,0.031950443626866394,-0.0005319176895483936,-0.025560258298745312,2022-12-30,485
0.0023508883548492595,0.01371693813756817,0.009338833010115368,0.00045754565220615753,0.011864600737830803,2023-01-31,486
-0.010289524901055837,0.007770670191056997,0.00582679320039182,0.01640976776928593,-4.12561326523432e-06,2023-02-28,487
0.008934953250308667,0.00420323707087665,-0.02257024961298072,-0.0023189233229250665,-0.0006165709028798318,2023-03-31,487
0.015508962545795537,-1.8887543538560064e-05,0.020183059878492834,0.008703956556987386,-0.016188130987445308,2023-04-28,487
0.0035031984242530046,-6.374701277761866e-05,0.017528844807430215,-0.010666232440408511,0.005788854041682571,2023-05-31,487
0.0061486928721869415,-0.009265438627428613,0.029017298412371714,0.0036757625635559328,0.0018959750705809235,2023-06-30,488
0.003534787512433899,0.0036766417685196945,-0.009180186620285783,-0.00679054491801934,-0.004247563321359149,2023-07-31,488
0.0033674386209234944,0.0017153671120900705,-0.0060695702840568916,0.00782183529799734,0.007206240853764417,2023-08-31,488
-0.0001733575059219879,0.001955518557432697,-0.016989934769449332,0.004063226685876004,0.01163573559664647,2023-09-29,488
0.003959381774615052,0.009658929856233942,0.021427768335387416,0.002550738727462131,-0.01129635989699685,2023-10-31,488
0.005573380142302455,-0.017259281788244905,0.022985699275322218,-0.005436389133934541,0.00372624384783569,2023-11-30,488
-0.00011682781468123928,0.015994716763930016,-0.010123619360836226,0.0038588317845526907,-0.013874132670109013,2023-12-29,488
0.0006733767007587176,0.044323295757843016,0.02105912825659881,-0.011602446385692607,-0.005325922710600761,2024-01-31,489
0.005598942910380996,0.001125375397717942,0.004199851014955197,-0.001767459162541168,-0.0004434667641362082,2024-02-29,489
0.0008686992706104843,-0.006459012338548538,-0.006879644199420281,0.0056189215765952505,0.014425015889839578,2024-03-28,489
0.002117776985438741,0.012847604079924357,0.014282118703542582,-0.00241129463593274,0.011044826696860988,2024-04-30,489
0.004073290345071557,0.007919126233877328,0.0011103190622671103,0.016292410976021517,-0.003450455447606111,2024-05-31,490
0.003684434311478231,-0.013347942193998177,-0.010894723911357079,-0.02470913609406228,-0.0036169802384010113,2024-06-28,490
-0.0003908631287805957,0.010895697501251708,-0.011546722892883811,-0.006691852201532723,-9.473473800943756e-05,2024-07-31,490
8.316392793985739e-05,0.005268188491083925,0.006012705876455429,-0.005852695409521647,0.00230719357381315,2024-08-30,490
-0.0011344180804639243,0.01178261454228741,0.00731894670243297,0.004553370503032609,0.006769572593023485,2024-09-30,491
-0.0007866641850025935,0.017127431411363424,0.013831122374732984,6.650796574815654e-05,0.026221229208368946,2024-10-31,492
0.0041678612531743575,-0.004157894488935642,-0.0011440433860412929,0.011850054615812232,-0.003481620672037778,2024-11-29,492
-0.0027982599897844623,0.017994722767407382,0.0012076271669411043,0.005500473665449551,-0.003230009822278462,2024-12-31,492
-0.0013836460565618445,-0.00794276819853756,-0.02628841382119042,0.006322176318950867,-0.015448226746565034,2025-01-31,492
0.0026752237966432735,-0.014867988681042554,-0.011322875547669257,-0.00861778309888656,0.015694629532602374,2025-02-28,492
-0.005610455369477621,0.0146659168681119,0.018733522697586102,0.010083703182882367,0.009955863447805888,2025-03-31,494
8.809362943069793e-07,0.010913272094323464,0.04389517292968666,-0.002730224586594665,0.018019365996778516,2025-04-30,494
0.00035247165262352915,-0.016699188602088754,0.015288714050817494,0.0076472907900779815,0.01174716254588063,2025-05-30,494
-0.0017979795683079876,-0.0016074304593186074,0.015525982563523654,-0.010406192018474257,0.017464956990786533,2025-06-30,494
0.0031943283796349352,-0.0072968726764090054,0.00715264076739279,-0.0015635853631086143,-0.01247889744558277,2025-07-31,495
0.002217159564708641,0.025501426632029194,0.013099072878361134,0.012390725127931606,0.007893667206322022,2025-08-29,495
0.00385322512008253,-0.007974026185055421,0.021048089370036282,0.016194183697132564,0.018866723620183896,2025-09-30,495
-0.0007115565044794997,-0.0035825279054021424,-0.0039172491682885405,-0.007721148911764502,0.002035184252476356,2025-10-31,495
0.004079423225235273,-0.0038739726863103925,0.010171837243405816,0.0010607780530942064,-0.0005073857375218608,2025-11-28,495
